,height lake,height downstream,flow lake,flow flood,flow downstream,time
0,83.63990909090909,10.5,43.079927272727296,0,55.1117454545455,2018-01-01
1,83.5898,10.5,36.4387551111111,0,39.453394,2018-01-02
2,83.5846,10.08,41.9220415555556,0,35.819236,2018-01-03
3,83.5482,10.36,38.307748888888895,0,50.51336,2018-01-04
4,83.4101,10.5,31.5000188888889,0,58.92588000000001,2018-01-05
5,83.2611,10.5,33.3576622222222,0,59.23944,2018-01-06
6,83.0953,10.5,27.5702166666667,0,59.5548,2018-01-07
7,82.9896,10.5,52.550019888888905,0,53.505881,2018-01-08
8,83.0127,10.5,54.8621755555556,0,60.009119999999996,2018-01-09
9,82.8663,10.5,36.771752222222204,0,60.66828,2018-01-10
10,82.7417272727273,10.5,35.669237777777795,0,49.973732727272704,2018-01-11
11,82.70100000000001,10.409090909090901,53.354193636363604,0,48.541466363636395,2018-01-12
12,82.7758181818182,10.118181818181801,53.5370983838384,0,30.1418963636364,2018-01-13
13,82.9426363636363,9.86363636363636,75.63950090909091,0,20.8947281818182,2018-01-14
14,83.1801,9.66,51.2888666666667,0,29.00995,2018-01-15
15,83.0864,10.5,24.033061111111103,0,52.85595,2018-01-16
16,82.8801,10.5,18.047578888888896,0,58.70844,2018-01-17
17,82.6561,10.5,16.7346244444445,0,59.23368000000001,2018-01-18
18,82.4109,10.5,17.3630788888889,0,59.34744,2018-01-19
19,82.2168,10.5,26.358501111111103,0,59.81364,2018-01-20
20,82.01899999999999,10.5,22.786705555555603,0,60.3594,2018-01-21
21,81.8167,10.5,21.017612222222198,0,56.82564,2018-01-22
22,81.6301,10.5,19.0413484444444,0,53.59940400000001,2018-01-23
23,81.4429,10.5,20.8840584444444,0,54.118614,2018-01-24
