Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions
"Hue, Viet Nam",9/10/2020 14:00,35,35,35,41.9,0,16.6,61,10,27.6,53.06,Partially cloudy
"Hue, Viet Nam",9/10/2020 15:00,34,34,34,40.6,0,16.5,80,10,27.6,56.16,Partially cloudy
"Hue, Viet Nam",9/10/2020 16:00,31.9,31.9,31.9,37,0,10.1,3,15.3,59.1,60.22,Partially cloudy
"Hue, Viet Nam",9/10/2020 17:00,32,32,32,36.8,0,16.5,277,10,27.6,59.17,Partially cloudy
"Hue, Viet Nam",9/10/2020 18:00,29,29,29,32.8,0,7.7,238,10,27.6,70.12,Partially cloudy
"Hue, Viet Nam",9/10/2020 19:00,27.8,27.8,27.8,31.5,0,4.6,208,15.3,59.1,78.31,Partially cloudy
"Hue, Viet Nam",9/10/2020 20:00,28,28,28,31.3,0,5.4,209,10,27.6,74.31,Partially cloudy
"Hue, Viet Nam",9/10/2020 21:00,28,28,28,32,0,3.6,190,10,27.6,78.92,Partially cloudy
"Hue, Viet Nam",9/10/2020 22:00,27,27,27,30.3,0,5.5,210,15.3,59.1,85.26,Partially cloudy
"Hue, Viet Nam",9/10/2020 23:00,28,28,28,31.9,0,5.4,200,10,27.6,78.92,Partially cloudy
"Hue, Viet Nam",9/11/2020 0:00,27,27,27,30.1,0,7.5,269,10,27.6,83.68,Partially cloudy
"Hue, Viet Nam",9/11/2020 1:00,26.3,26.3,26.3,0,0,7.5,239,15.3,59.1,88.21,Partially cloudy
"Hue, Viet Nam",9/11/2020 2:00,26,26,26,0,0,5.4,269,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/11/2020 3:00,26,26,26,0,0,5.4,288,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/11/2020 4:00,25.5,25.5,25.5,0,0,7.6,239,15.3,59.1,90.99,Partially cloudy
"Hue, Viet Nam",9/11/2020 5:00,26,26,26,0,0,5.4,200,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/11/2020 6:00,,,,,,,,,,,
"Hue, Viet Nam",9/11/2020 7:00,27.1,27.1,27.1,30,0,3.6,190,15.3,59.1,81.05,Partially cloudy
"Hue, Viet Nam",9/11/2020 8:00,31,31,31,36.5,0,7.5,230,10,27.6,66.38,Partially cloudy
"Hue, Viet Nam",9/11/2020 9:00,33,33,33,38.1,0,5.4,170,10,27.6,55.81,Partially cloudy
"Hue, Viet Nam",9/11/2020 10:00,34,34,34,40,0,5.4,178,15.3,59.1,54.41,Partially cloudy
"Hue, Viet Nam",9/11/2020 11:00,36,36,36,41.9,0,5.5,80,10,27.6,47.32,Partially cloudy
"Hue, Viet Nam",9/11/2020 12:00,35,35,35,43.3,0,11.2,51,10,27.6,56.34,Partially cloudy
"Hue, Viet Nam",9/11/2020 13:00,35.5,35.5,35.5,43.4,0,12.7,59,15.3,59.1,53.36,Partially cloudy
"Hue, Viet Nam",9/11/2020 14:00,35,35,35,43.3,0,16.5,61,10,27.6,56.34,Partially cloudy
"Hue, Viet Nam",9/11/2020 15:00,35,35,35,41.9,0,18.3,90,10,27.6,53.06,Partially cloudy
"Hue, Viet Nam",9/11/2020 16:00,34,34,34,40.6,0,15.3,96,15.3,59.1,56.1,Partially cloudy
"Hue, Viet Nam",9/11/2020 17:00,33,33,33,39.3,0,16.5,100,10,27.6,59.39,Partially cloudy
"Hue, Viet Nam",9/11/2020 18:00,32,32,32,36.8,0,7.7,101,10,27.6,59.28,Partially cloudy
"Hue, Viet Nam",9/11/2020 19:00,28.5,28.5,28.5,32.3,0,8.2,199,15.3,59.1,74.3,Partially cloudy
"Hue, Viet Nam",9/11/2020 20:00,28.1,28.1,28.1,30.8,0,9.3,209,10,27.6,69.93,Partially cloudy
"Hue, Viet Nam",9/11/2020 21:00,28,28,28,30.7,0,5.4,229,10,27.6,70,Partially cloudy
"Hue, Viet Nam",9/11/2020 22:00,26.8,26.8,26.8,29.4,0,7.4,250,15.3,59.1,80.45,Partially cloudy
"Hue, Viet Nam",9/11/2020 23:00,27,27,27,29.7,0,5.4,219,10,27.6,78.79,Partially cloudy
"Hue, Viet Nam",9/12/2020 0:00,27,27,27,29.7,0,3.5,0,10,27.6,78.79,Partially cloudy
"Hue, Viet Nam",9/12/2020 1:00,26.3,26.3,26.3,0,0,3.6,142,15.3,59.1,84.02,Partially cloudy
"Hue, Viet Nam",9/12/2020 2:00,26,26,26,0,0,1.9,210,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/12/2020 3:00,26,26,26,0,0,3.6,190,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/12/2020 4:00,25.3,25.3,25.3,0,0,3.7,200,15.3,59.1,92.04,Partially cloudy
"Hue, Viet Nam",9/12/2020 5:00,25,25,25,0,0,5.4,318,10,27.6,94,Partially cloudy
"Hue, Viet Nam",9/12/2020 6:00,25,25,25,0,0,3.6,200,10,27.6,94.1,Partially cloudy
"Hue, Viet Nam",9/12/2020 7:00,27.2,27.2,27.2,30.5,0,1.9,210,15.3,59.1,82.64,Partially cloudy
"Hue, Viet Nam",9/12/2020 8:00,30,30,30,35.1,0,5.3,270,10,27.6,70.23,Partially cloudy
"Hue, Viet Nam",9/12/2020 9:00,32,32,32,37.9,0,7.4,321,10,27.6,62.66,Partially cloudy
"Hue, Viet Nam",9/12/2020 10:00,33.4,33.4,33.4,40.1,0,4.4,56,15.3,59.1,59.05,Partially cloudy
"Hue, Viet Nam",9/12/2020 11:00,34,34,34,40.6,0,9.4,89,10,27.6,55.99,Partially cloudy
"Hue, Viet Nam",9/12/2020 12:00,35,35,35,43.3,0,11.1,70,10,27.6,56.06,Partially cloudy
"Hue, Viet Nam",9/12/2020 13:00,34.9,34.9,34.9,43.2,0,11,60,15.3,59.1,56.68,Partially cloudy
"Hue, Viet Nam",9/12/2020 14:00,35,35,35,43.3,0,14.8,31,10,38.1,56.17,Partially cloudy
"Hue, Viet Nam",9/12/2020 15:00,34,34,34,42,0,13,61,10,38.1,59.56,Partially cloudy
"Hue, Viet Nam",9/12/2020 16:00,33.6,33.6,33.6,41.1,0,10.8,75,15.3,59.1,59.85,Partially cloudy
"Hue, Viet Nam",9/12/2020 17:00,33,33,33,40.6,0,11.2,71,10,38.1,63.05,Partially cloudy
"Hue, Viet Nam",9/12/2020 18:00,31,31,31,39.1,0,7.6,110,10,38.1,74.79,Partially cloudy
"Hue, Viet Nam",9/12/2020 19:00,29,29,29,32.9,0,4.6,219,15.3,59.1,70.47,Partially cloudy
"Hue, Viet Nam",9/12/2020 20:00,29,29,29,33.7,0,1.9,140,10,38.6,74.47,Partially cloudy
"Hue, Viet Nam",9/12/2020 21:00,29,29,29,33.6,0,5.5,248,10,27.6,74.47,Partially cloudy
"Hue, Viet Nam",9/12/2020 22:00,27,27,27,30.1,0,5.3,286,15.3,59.1,83.15,Partially cloudy
"Hue, Viet Nam",9/12/2020 23:00,27,27,27,30.2,0,3.6,210,10,27.6,83.68,Partially cloudy
"Hue, Viet Nam",09/13/2020 00:00:00,27,27,27,30.2,0,3.6,230,10,27.6,83.6,Partially cloudy
"Hue, Viet Nam",09/13/2020 01:00:00,25.6,25.6,25.6,0,0,2.8,193,15.3,59.1,92.06,Partially cloudy
"Hue, Viet Nam",09/13/2020 02:00:00,26,26,26,0,0,3.6,230,10,27.6,88.67,Partially cloudy
"Hue, Viet Nam",09/13/2020 03:00:00,26,26,26,0,0,5.5,230,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",09/13/2020 04:00:00,25.1,25.1,25.1,0,0,3.7,210,15.3,59.1,92.03,Partially cloudy
"Hue, Viet Nam",09/13/2020 05:00:00,26,26,26,0,0,5.4,249,10,27.6,88.67,Partially cloudy
"Hue, Viet Nam",09/13/2020 06:00:00,25,25,25,0,0,3.6,249,10,27.6,94.1,Partially cloudy
"Hue, Viet Nam",09/13/2020 07:00:00,26,26,26,0,0,5.5,268,15.3,59.1,89.5,Partially cloudy
"Hue, Viet Nam",09/13/2020 08:00:00,31,31,31,36.5,0,7.5,298,10,27.6,66.45,Partially cloudy
"Hue, Viet Nam",09/13/2020 09:00:00,32,32,32,37.9,0,7.6,297,10,27.6,62.66,Partially cloudy
"Hue, Viet Nam",09/13/2020 10:00:00,32.6,32.6,32.6,38.1,0,5.4,13,15.3,59.1,58.99,Partially cloudy
"Hue, Viet Nam",09/13/2020 11:00:00,34,34,34,40.6,0,9.4,51,10,27.6,55.99,Partially cloudy
"Hue, Viet Nam",09/13/2020 12:00:00,36,36,36,44.6,0,16.6,61,10,27.6,53.26,Partially cloudy
"Hue, Viet Nam",09/13/2020 13:00:00,34.4,34.4,34.4,42.5,0,13.5,66,15.3,59.1,58.34,Partially cloudy
"Hue, Viet Nam",09/13/2020 14:00:00,34,34,34,42,0,14.8,41,10,27.6,59.44,Partially cloudy
"Hue, Viet Nam",09/13/2020 15:00:00,35,35,35,43.3,0,18.3,90,10,27.6,56.22,Partially cloudy
"Hue, Viet Nam",09/13/2020 16:00:00,33.1,33.1,33.1,39.8,0,18.1,81,15.3,59.1,60.29,Partially cloudy
"Hue, Viet Nam",09/13/2020 17:00:00,32,32,32,37.9,0,20.4,90,10,27.6,62.84,Partially cloudy
"Hue, Viet Nam",09/13/2020 18:00:00,31,31,31,37.7,0,18.2,100,10,27.6,70.48,Partially cloudy
"Hue, Viet Nam",09/13/2020 19:00:00,30.2,30.2,30.2,36.9,0,3.8,110,19.7,88,75.38,Overcast
"Hue, Viet Nam",09/13/2020 20:00:00,30,30,30,37.5,0,12.8,120,10,27.6,79.04,Partially cloudy
"Hue, Viet Nam",09/13/2020 21:00:00,30,30,30,37.5,0,11.1,111,10,27.6,79.04,Partially cloudy
"Hue, Viet Nam",09/13/2020 22:00:00,28.5,28.5,28.5,34.6,0,5.5,218,15.3,59.1,86.59,Partially cloudy
"Hue, Viet Nam",09/13/2020 23:00:00,29,29,29,34.5,0,5.4,239,10,27.6,79.06,Partially cloudy
"Hue, Viet Nam",09/14/2020 00:00:00,28,28,28,32,0,3.6,220,10,27.6,78.92,Partially cloudy
"Hue, Viet Nam",09/14/2020 01:00:00,27.1,27.1,27.1,30.8,0,3.6,220,15.3,59.1,87.45,Partially cloudy
"Hue, Viet Nam",09/14/2020 02:00:00,28,28,28,32,0,5.3,230,10,27.6,79,Partially cloudy
"Hue, Viet Nam",09/14/2020 03:00:00,27,27,27,30.1,0,3.6,210,10,27.6,83.76,Partially cloudy
"Hue, Viet Nam",09/14/2020 04:00:00,25.6,25.6,25.6,0,0,1.9,210,15.3,59.1,93.03,Partially cloudy
"Hue, Viet Nam",09/14/2020 05:00:00,26,26,26,0,0,1.8,210,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",09/14/2020 06:00:00,25,25,25,0,0,5.4,240,10,27.6,94.1,Partially cloudy
"Hue, Viet Nam",09/14/2020 07:00:00,27,27,27,30.2,0,3.7,210,15.3,59.1,84.38,Partially cloudy
"Hue, Viet Nam",09/14/2020 08:00:00,30,30,30,36.2,0,3.6,0,10,27.6,74.33,Partially cloudy
"Hue, Viet Nam",09/14/2020 09:00:00,33,33,33,39.3,0,7.5,71,10,27.6,59.27,Partially cloudy
"Hue, Viet Nam",09/14/2020 10:00:00,33.5,33.5,33.5,38.8,0,7.5,140,15.3,59.1,54.3,Partially cloudy
"Hue, Viet Nam",09/14/2020 11:00:00,35,35,35,40.7,0,9.4,88,10,27.6,49.96,Partially cloudy
"Hue, Viet Nam",09/14/2020 12:00:00,35,35,35,43.3,0,13,61,10,27.6,56.17,Partially cloudy
"Hue, Viet Nam",09/14/2020 13:00:00,34.9,34.9,34.9,42.3,0,12.7,75,15.3,59.1,54.68,Partially cloudy
"Hue, Viet Nam",09/14/2020 14:00:00,35,35,35,41.9,0,14.8,70,10,27.6,52.96,Partially cloudy
"Hue, Viet Nam",09/14/2020 15:00:00,35,35,35,41.9,0,18.4,80,10,27.6,53.06,Partially cloudy
"Hue, Viet Nam",09/14/2020 16:00:00,33.7,33.7,33.7,39.9,0,14.4,79,15.3,59.1,56.27,Partially cloudy
"Hue, Viet Nam",09/14/2020 17:00:00,32,32,32,37.9,0,22.2,90,10,27.6,62.78,Partially cloudy
"Hue, Viet Nam",09/14/2020 18:00:00,31,31,31,37.7,0,16.4,100,10,27.6,70.41,Partially cloudy
"Hue, Viet Nam",09/14/2020 19:00:00,30.1,30.1,30.1,36.2,0,11,111,15.3,59.1,73.87,Partially cloudy
"Hue, Viet Nam",09/14/2020 20:00:00,31,31,31,37.6,0,7.6,150,10,25,70.47,Clear
"Hue, Viet Nam",09/14/2020 21:00:00,29,29,29,34.6,0,5.4,219,10,27.6,78.98,Partially cloudy
"Hue, Viet Nam",09/14/2020 22:00:00,27.7,27.7,27.7,32.1,0,4.5,162,15.3,59.1,86.33,Partially cloudy
"Hue, Viet Nam",09/14/2020 23:00:00,29,29,29,33.6,0,5.4,250,10,27.6,74.47,Partially cloudy
"Hue, Viet Nam",09/15/2020 00:00:00,29,29,29,33.6,0,5.4,221,10,27.6,74.54,Partially cloudy
"Hue, Viet Nam",09/15/2020 01:00:00,26.5,26.5,26.5,0,0,5.2,225,15.3,59.1,89.26,Partially cloudy
"Hue, Viet Nam",09/15/2020 02:00:00,26,26,26,0,0,3.6,240,10,27.6,88.67,Partially cloudy
"Hue, Viet Nam",09/15/2020 03:00:00,27,27,27,30.1,0,3.7,220,10,27.6,83.76,Partially cloudy
"Hue, Viet Nam",09/15/2020 04:00:00,25.5,25.5,25.5,0,0,1.9,210,15.3,59.1,89.18,Partially cloudy
"Hue, Viet Nam",09/15/2020 05:00:00,26,26,26,0,0,3.6,210,10,27.6,88.67,Partially cloudy
"Hue, Viet Nam",09/15/2020 06:00:00,25,25,25,0,0,3.6,230,10,27.6,94,Partially cloudy
"Hue, Viet Nam",09/15/2020 07:00:00,27.1,27.1,27.1,30.7,0,3.5,0,15.3,59.1,85.91,Partially cloudy
"Hue, Viet Nam",09/15/2020 08:00:00,30,30,30,35.1,0,3.6,0,10,27.6,70.09,Partially cloudy
"Hue, Viet Nam",09/15/2020 09:00:00,32,32,32,37.9,0,3.6,0,10,27.6,62.53,Partially cloudy
"Hue, Viet Nam",09/15/2020 10:00:00,33.8,33.8,33.8,40.3,0,9,15,15.3,59.1,56.94,Partially cloudy
"Hue, Viet Nam",09/15/2020 11:00:00,36,36,36,43.2,0,11.2,10,10,38.1,50.11,Partially cloudy
"Hue, Viet Nam",09/15/2020 12:00:00,35,35,35,41.9,0,14.8,39,10,38.1,52.96,Partially cloudy
"Hue, Viet Nam",09/15/2020 13:00:00,34.8,34.8,34.8,39.9,0,10.9,60,15.3,59.1,49.22,Partially cloudy
"Hue, Viet Nam",09/15/2020 14:00:00,35,35,35,40.6,0,22.3,49,10,38.1,50.01,Partially cloudy
"Hue, Viet Nam",09/15/2020 15:00:00,34,34,34,39.4,0,16.6,69,10,38.1,52.77,Partially cloudy
"Hue, Viet Nam",09/15/2020 16:00:00,33.7,33.7,33.7,40.7,0,10.7,55,15.3,59.1,57.96,Partially cloudy
"Hue, Viet Nam",09/15/2020 17:00:00,33,33,33,38.1,0,14.7,41,10,38.1,55.92,Partially cloudy
"Hue, Viet Nam",09/15/2020 18:00:00,31,31,31,36.5,0,18.2,41,10,38.1,66.38,Partially cloudy
"Hue, Viet Nam",09/15/2020 19:00:00,30.4,30.4,30.4,37.6,0,5.5,115,15.3,59.1,76.01,Partially cloudy
"Hue, Viet Nam",09/15/2020 20:00:00,30,30,30,36.2,0,5.4,111,10,27.6,74.48,Partially cloudy
"Hue, Viet Nam",09/15/2020 21:00:00,29,29,29,34.6,0,5.4,132,10,27.6,78.9,Partially cloudy
"Hue, Viet Nam",09/15/2020 22:00:00,28.3,28.3,28.3,33.3,0,5.3,201,15.3,59.1,82.76,Partially cloudy
"Hue, Viet Nam",09/15/2020 23:00:00,29,29,29,33.6,0,7.5,250,10,27.6,74.47,Partially cloudy
"Hue, Viet Nam",09/16/2020 00:00:00,28,28,28,32,0,3.6,210,10,27.6,78.84,Partially cloudy
"Hue, Viet Nam",09/16/2020 01:00:00,27,27,27,30.4,0,3.5,215,15.3,59.1,87.25,Partially cloudy
"Hue, Viet Nam",09/16/2020 02:00:00,27,27,27,30.1,0,5.4,220,10,27.6,83.68,Partially cloudy
"Hue, Viet Nam",09/16/2020 03:00:00,27,27,27,30.1,0,3.6,320,10,27.6,83.68,Partially cloudy
"Hue, Viet Nam",09/16/2020 04:00:00,25.8,25.8,25.8,0,0,3.6,255,15.3,59.1,91.4,Partially cloudy
"Hue, Viet Nam",09/16/2020 05:00:00,26,26,26,0,0,5.4,210,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",09/16/2020 06:00:00,26,26,26,0,0,3.6,211,10,27.6,88.67,Partially cloudy
"Hue, Viet Nam",09/16/2020 07:00:00,27.6,27.6,27.6,31.5,0,5.3,220,15.3,59.1,82.85,Partially cloudy
"Hue, Viet Nam",09/16/2020 08:00:00,31,31,31,36.6,0,7.5,170,10,27.6,66.32,Partially cloudy
"Hue, Viet Nam",09/16/2020 09:00:00,32,32,32,39.2,0,12.8,200,10,27.6,66.39,Partially cloudy
"Hue, Viet Nam",09/16/2020 10:00:00,33.8,33.8,33.8,40.3,0,5.5,26,15.3,59.1,56.71,Partially cloudy
"Hue, Viet Nam",09/16/2020 11:00:00,34,34,34,40.6,0,11.1,59,10,49.6,55.94,Partially cloudy
"Hue, Viet Nam",09/16/2020 12:00:00,35,35,35,41.9,0,5.6,360,10,49.6,53.07,Partially cloudy
"Hue, Viet Nam",09/16/2020 13:00:00,35,35,35,43.4,0,11.7,8,15.3,70.6,56.46,Partially cloudy
"Hue, Viet Nam",09/16/2020 14:00:00,35,35,35,43.3,0,13.2,20,10,27.6,56.28,Partially cloudy
"Hue, Viet Nam",09/16/2020 15:00:00,34,34,34,42,0,11.3,10,10,27.6,59.5,Partially cloudy
"Hue, Viet Nam",09/16/2020 16:00:00,33.5,33.5,33.5,40.8,0,9.3,64,15.3,59.1,59.78,Partially cloudy
"Hue, Viet Nam",09/16/2020 17:00:00,33,33,33,39.3,0,11.3,59,10,27.6,59.39,Partially cloudy
"Hue, Viet Nam",09/16/2020 18:00:00,31,31,31,37.7,0,7.6,50,10,38.1,70.48,Partially cloudy
"Hue, Viet Nam",09/16/2020 19:00:00,30,30,30,37.2,0,2,10,15.3,59.1,78.13,Partially cloudy
"Hue, Viet Nam",09/16/2020 20:00:00,30,30,30,37.5,0,1.8,0,10,38.1,79.04,Partially cloudy
"Hue, Viet Nam",09/16/2020 21:00:00,29,29,29,35.7,0,5.4,210,10,38.1,83.65,Partially cloudy
"Hue, Viet Nam",09/16/2020 22:00:00,28.4,28.4,28.4,33.5,0,5.3,211,15.3,59.1,82.01,Partially cloudy
"Hue, Viet Nam",09/16/2020 23:00:00,29,29,29,34.6,0,5.3,210,10,38.1,79.06,Partially cloudy
"Hue, Viet Nam",09/17/2020 00:00:00,28,28,28,32.8,0,3.6,230,10,38.1,83.71,Partially cloudy
"Hue, Viet Nam",09/17/2020 01:00:00,27.1,27.1,27.1,30.8,0,3.5,250,15.3,59.1,87.73,Partially cloudy
"Hue, Viet Nam",09/17/2020 02:00:00,27,27,27,30.7,0,7.5,230,10,38.1,88.84,Partially cloudy
"Hue, Viet Nam",09/17/2020 03:00:00,27,27,27,30.7,0,5.3,203,10,38.1,88.75,Partially cloudy
"Hue, Viet Nam",09/17/2020 04:00:00,26.4,26.4,26.4,0,0,5.4,230,15.3,59.1,89.9,Partially cloudy
"Hue, Viet Nam",09/17/2020 05:00:00,26,26,26,0,0,3.6,200,10,38.1,88.76,Partially cloudy
"Hue, Viet Nam",09/17/2020 06:00:00,,,,,,,,,,,
"Hue, Viet Nam",09/17/2020 07:00:00,26.5,26.5,26.5,0,0,3.6,235,15.2,59.6,89.35,Partially cloudy
"Hue, Viet Nam",09/17/2020 08:00:00,28,28,28,32.7,0,11.1,249,9.9,59.6,83.95,Partially cloudy
"Hue, Viet Nam",09/17/2020 09:00:00,29,29,29,34.5,0,5.4,239,9.9,59.1,79.29,Partially cloudy
"Hue, Viet Nam",09/17/2020 10:00:00,29.8,29.8,29.8,36,0,4.4,281,15.2,59.1,76.4,Partially cloudy
"Hue, Viet Nam",09/17/2020 11:00:00,30,30,30,36.1,0,5.3,260,7.9,59.1,74.92,Partially cloudy
"Hue, Viet Nam",09/17/2020 12:00:00,28,28,28,33.6,0,3.5,0,6,59.1,89,Partially cloudy
"Hue, Viet Nam",09/17/2020 13:00:00,27.9,27.9,27.9,34.3,2,5.4,254,8.1,64.8,95.09,"Rain, Partially cloudy"
"Hue, Viet Nam",09/17/2020 14:00:00,30,30,30,40.3,0,11,280,7,71,89.07,Partially cloudy
"Hue, Viet Nam",09/17/2020 15:00:00,30,30,30,38.7,0,12.7,321,7.9,71,84,Partially cloudy
"Hue, Viet Nam",09/17/2020 16:00:00,29.1,29.1,29.1,36.8,0,5.4,317,9,76.3,87.19,Overcast
"Hue, Viet Nam",09/17/2020 17:00:00,28,28,28,34.4,0,5.4,269,4,71,94.41,Partially cloudy
"Hue, Viet Nam",09/17/2020 18:00:00,28,28,28,34.5,0,7.5,230,4,71,94.31,Partially cloudy
"Hue, Viet Nam",09/17/2020 19:00:00,25.2,25.2,25.2,0,23,14.2,321,2.5,76.3,94.2,"Rain, Overcast"
"Hue, Viet Nam",09/17/2020 20:00:00,25,25,25,0,0,16.3,280,7,71,94.19,Partially cloudy
"Hue, Viet Nam",09/17/2020 21:00:00,25,25,25,0,0,14.6,289,7,71,94.19,Partially cloudy
"Hue, Viet Nam",09/17/2020 22:00:00,25,25,25,0,0,7.9,275,8.1,76.3,97.12,Overcast
"Hue, Viet Nam",09/17/2020 23:00:00,25,25,25,0,0,11.1,280,6,71,99.8,Partially cloudy
"Hue, Viet Nam",09/18/2020 00:00:00,25,25,25,0,0,13,280,8,71,99.8,Partially cloudy
"Hue, Viet Nam",09/18/2020 01:00:00,25.2,25.2,25.2,0,9,15.2,290,8.1,76.3,92.63,"Rain, Overcast"
"Hue, Viet Nam",09/18/2020 02:00:00,25,25,25,0,0,31.3,289,5.9,71,94.19,Partially cloudy
"Hue, Viet Nam",09/18/2020 03:00:00,25,25,25,0,0,42.2,288,4,70.6,94.29,Partially cloudy
"Hue, Viet Nam",09/18/2020 04:00:00,25.1,25.1,25.1,0,0,18.3,5,2.5,75.8,97.83,Overcast
"Hue, Viet Nam",09/18/2020 05:00:00,27,27,27,31.8,0,23.9,27,1.1,59.1,99.9,Partially cloudy
"Hue, Viet Nam",09/18/2020 06:00:00,27,27,27,31.2,0,24.1,19,3,59.1,94.18,Partially cloudy
"Hue, Viet Nam",09/18/2020 07:00:00,27.6,27.6,27.6,33.2,92,20.5,343,7.6,64.4,94.88,"Rain, Partially cloudy"
"Hue, Viet Nam",09/18/2020 08:00:00,27.9,27.9,27.9,33.4,0,29.4,309,1.1,59.1,89.09,Partially cloudy
"Hue, Viet Nam",09/18/2020 09:00:00,25,25,25,0,0,25.9,150,8,25,94.19,Clear
"Hue, Viet Nam",09/18/2020 10:00:00,25.6,25.6,25.6,0,56,18.8,166,9.1,76.3,91.37,"Rain, Overcast"
"Hue, Viet Nam",09/18/2020 11:00:00,28,28,28,31.3,0,11.1,220,8,71,74.45,Partially cloudy
"Hue, Viet Nam",09/18/2020 12:00:00,29,29,29,33.6,0,22,112,10,71,74.47,Partially cloudy
"Hue, Viet Nam",09/18/2020 13:00:00,29,29,29,33.5,0,9.8,147,15.3,71,73.53,Partially cloudy
"Hue, Viet Nam",09/18/2020 14:00:00,31,31,31,39.1,0,14.5,90,10,71,74.49,Partially cloudy
"Hue, Viet Nam",09/18/2020 15:00:00,32,32,32,39.2,0,14.5,110,10,71,66.52,Partially cloudy
"Hue, Viet Nam",09/18/2020 16:00:00,30.4,30.4,30.4,37.1,0,9.9,121,15.3,71,73.63,Partially cloudy
"Hue, Viet Nam",09/18/2020 17:00:00,30,30,30,37.4,0,5.4,121,10,71,79.04,Partially cloudy
"Hue, Viet Nam",09/18/2020 18:00:00,29,29,29,35.6,0,7.5,130,10,71,83.73,Partially cloudy
"Hue, Viet Nam",09/18/2020 19:00:00,27.9,27.9,27.9,33.4,0,7.4,152,15.3,71,89.65,Partially cloudy
"Hue, Viet Nam",09/18/2020 20:00:00,29,29,29,32.8,0,7.5,111,10,70.6,70.32,Partially cloudy
"Hue, Viet Nam",09/18/2020 21:00:00,28,28,28,31.3,0,9.3,171,10,70.6,74.53,Partially cloudy
"Hue, Viet Nam",09/18/2020 22:00:00,27.4,27.4,27.4,30.3,0,7.3,170,15.3,59.1,77.57,Partially cloudy
"Hue, Viet Nam",09/18/2020 23:00:00,28,28,28,31.2,0,3.6,43,10,38.1,74.6,Partially cloudy
"Hue, Viet Nam",09/19/2020 00:00:00,28,28,28,30.6,0,5.5,171,10,38.1,70.28,Partially cloudy
"Hue, Viet Nam",09/19/2020 01:00:00,27.3,27.3,27.3,29.7,0,5.4,189,15.3,59.1,72.45,Partially cloudy
"Hue, Viet Nam",09/19/2020 02:00:00,28,28,28,30.6,0,7.5,161,10,38.1,70.28,Partially cloudy
"Hue, Viet Nam",09/19/2020 03:00:00,27,27,27,29.2,0,5.4,191,10,38.1,74.36,Partially cloudy
"Hue, Viet Nam",09/19/2020 04:00:00,25.8,25.8,25.8,0,0,5.3,190,15.3,59.1,82.46,Partially cloudy
"Hue, Viet Nam",09/19/2020 05:00:00,26,26,26,0,0,3.6,171,10,38.1,78.8,Partially cloudy
"Hue, Viet Nam",09/19/2020 06:00:00,26,26,26,0,0,7.5,131,10,38.1,83.65,Partially cloudy
"Hue, Viet Nam",09/19/2020 07:00:00,26.3,26.3,26.3,0,0,5.3,161,15.3,59.1,84.02,Partially cloudy
"Hue, Viet Nam",09/19/2020 08:00:00,28,28,28,31.9,0,5.4,190,10,38.1,78.92,Partially cloudy
"Hue, Viet Nam",09/19/2020 09:00:00,30,30,30,35.1,0,5.4,171,10,38.1,70.36,Partially cloudy
"Hue, Viet Nam",09/19/2020 10:00:00,30.4,30.4,30.4,36.3,0,6.4,176,15.3,59.1,71.4,Partially cloudy
"Hue, Viet Nam",09/19/2020 11:00:00,32,32,32,37.9,0,3.6,0,10,59.1,62.71,Partially cloudy
"Hue, Viet Nam",09/19/2020 12:00:00,33,33,33,38.1,0,5.4,82,10,59.1,55.75,Partially cloudy
"Hue, Viet Nam",09/19/2020 13:00:00,33.6,33.6,33.6,38.8,0,4.5,219,15.3,59.1,53.57,Partially cloudy
"Hue, Viet Nam",09/19/2020 14:00:00,33,33,33,39.2,0,12.8,30,10,59.1,59.21,Partially cloudy
"Hue, Viet Nam",09/19/2020 15:00:00,31,31,31,36.6,0,5.5,22,7.1,59.1,66.32,Partially cloudy
"Hue, Viet Nam",09/19/2020 16:00:00,30.8,30.8,30.8,37.6,0,4.6,28,10,59.1,72.36,Partially cloudy
"Hue, Viet Nam",09/19/2020 17:00:00,30,30,30,37.5,0,9.4,297,10,59.1,79.04,Partially cloudy
"Hue, Viet Nam",09/19/2020 18:00:00,28,28,28,32.8,0,9.2,240,10,59.1,83.62,Partially cloudy
"Hue, Viet Nam",09/19/2020 19:00:00,26.6,26.6,26.6,0,3,7.9,279,9.1,64.4,87.23,"Rain, Partially cloudy"
"Hue, Viet Nam",09/19/2020 20:00:00,26.1,26.1,26.1,0,0,11.1,288,10,59.1,93.95,Partially cloudy
"Hue, Viet Nam",09/19/2020 21:00:00,26.1,26.1,26.1,0,0,5.4,298,10,59.1,94.05,Partially cloudy
